Local Date: 2024/03/12 Local Time: 21:13:37
Build info: May  5 2023 16:05:02 r

DEBUGINFO : (21:13:46:407 |00000)    COMMON       14500; (updateDriver.cpp:391,UpdateDriver::getAllGraphicsDeviceInfo) getAllGraphicsDeviceInfo enter
DEBUGINFO : (21:13:46:407 |00000)    COMMON       14500; (updateDriver.cpp:1226,UpdateDriver::generateGraphcisCardInfo) enter
DEBUGINFO : (21:13:46:407 |00000)    COMMON       14500; (updateDriver.cpp:1518,UpdateDriver::getDeviceInfo) vendorID:4318 deviceID:4416
DEBUGINFO : (21:13:46:407 |00000)    COMMON       14500; (updateDriver.cpp:1226,UpdateDriver::generateGraphcisCardInfo) enter
DEBUGINFO : (21:13:46:407 |00000)    COMMON       14500; (updateDriver.cpp:1540,UpdateDriver::getDeviceInfo) strVendorID:10DE strDeviceID:1140 curVendorID:4318 curDeviceID:4416
DEBUGINFO : (21:13:46:407 |00000)    COMMON       14500; (updateDriver.cpp:1518,UpdateDriver::getDeviceInfo) vendorID:32902 deviceID:342
DEBUGINFO : (21:13:46:407 |00000)    COMMON       14500; (updateDriver.cpp:1226,UpdateDriver::generateGraphcisCardInfo) enter
DEBUGINFO : (21:13:46:407 |00000)    COMMON       14500; (updateDriver.cpp:1540,UpdateDriver::getDeviceInfo) strVendorID:10DE strDeviceID:1140 curVendorID:4318 curDeviceID:4416
DEBUGINFO : (21:13:46:407 |00000)    COMMON       14500; (updateDriver.cpp:1540,UpdateDriver::getDeviceInfo) strVendorID:8086 strDeviceID:0156 curVendorID:32902 curDeviceID:342
DEBUGINFO : (21:13:46:408 |00001)    COMMON       14500; (VEDetectorSettings.cpp:224,VEDetectorSettings::GetCheckUpdateDriverSwitch) check update driver switch : 1
DEBUGINFO : (21:13:46:410 |00002)    COMMON       14500; (VEDetectorSettings.cpp:135,VEDetectorSettings::GetWin7NeedPackList) gpu_bug_list_config_url : KB4532945;KB4474419
DEBUGINFO : (21:13:46:410 |00000)    COMMON       14500; (VEDetectorSettings.cpp:141,VEDetectorSettings::GetWin7NeedCheckVersion) os_version : 6.1.7600;6.1.7601
DEBUGINFO : (21:13:46:410 |00000)    COMMON       14500; (win7PackCheck.cpp:82,Win7PackCheck::IsWin7CheckVersion_) os_version : 10.0.19045
DEBUGINFO : (21:13:46:410 |00000)    COMMON       14500; (updateDriver.cpp:1226,UpdateDriver::generateGraphcisCardInfo) enter
DEBUGINFO : (21:13:46:410 |00000)    COMMON       14500; (updateDriver.cpp:1054,UpdateDriver::needUpdateGraphicsCardDriver) vendorID:10DE vendorID:1140 needLimitDriverDate:1
DEBUGINFO : (21:13:46:410 |00000)    COMMON       14500; (updateDriver.cpp:1065,UpdateDriver::needUpdateGraphicsCardDriver) installed driver
DEBUGINFO : (21:13:46:410 |00000)    COMMON       14500; (updateDriver.cpp:1074,UpdateDriver::needUpdateGraphicsCardDriver) current driver vendorID:10DE deviceID:1140 2016-12-29
ERROR     : (21:13:46:410 |00000)    COMMON       14500; (nvapi_wrapper.cpp:309,nvapi::NvapiWrapper::NvapiWrapper) load fail dll: nvapi64.dll
DEBUGINFO : (21:13:46:410 |00000)    COMMON       14500; (updateDriver.cpp:1518,UpdateDriver::getDeviceInfo) vendorID:4318 deviceID:4416
DEBUGINFO : (21:13:46:410 |00000)    COMMON       14500; (updateDriver.cpp:1226,UpdateDriver::generateGraphcisCardInfo) enter
