Local Date: 2024/03/15 Local Time: 19:58:53
Build info: May  5 2023 16:05:02 r

DEBUGINFO : (19:58:53:214 |99999)    COMMON        2180; (ve_i18n_qt.cpp:97,QtI18n::init) [I18n] i18n locate_dir: C:/Users/Lenovo/AppData/Local/CapCut/Apps/2.2.0.491/Resources/po
DEBUGINFO : (19:58:55:235 |00000)    COMMON        2180; (updateDriver.cpp:1054,UpdateDriver::needUpdateGraphicsCardDriver) vendorID:10DE vendorID:1140 needLimitDriverDate:1
DEBUGINFO : (19:58:55:235 |00000)    COMMON        2180; (updateDriver.cpp:1065,UpdateDriver::needUpdateGraphicsCardDriver) installed driver
DEBUGINFO : (19:58:55:235 |00000)    COMMON        2180; (updateDriver.cpp:1074,UpdateDriver::needUpdateGraphicsCardDriver) current driver vendorID:10DE deviceID:1140 2016-12-29
ERROR     : (19:58:55:260 |00024)    COMMON        2180; (nvapi_wrapper.cpp:309,nvapi::NvapiWrapper::NvapiWrapper) load fail dll: nvapi64.dll
DEBUGINFO : (19:58:55:260 |00001)    COMMON        2180; (updateDriver.cpp:1518,UpdateDriver::getDeviceInfo) vendorID:4318 deviceID:4416
DEBUGINFO : (19:58:55:260 |00000)    COMMON        2180; (updateDriver.cpp:1226,UpdateDriver::generateGraphcisCardInfo) enter
DEBUGINFO : (19:58:55:260 |00000)    COMMON        2180; (updateDriver.cpp:1540,UpdateDriver::getDeviceInfo) strVendorID:10DE strDeviceID:1140 curVendorID:4318 curDeviceID:4416
DEBUGINFO : (19:58:55:260 |00000)    COMMON        2180; (updateDriver.cpp:2057,UpdateDriver::GetWhiteListDriverConfig) os:10.0.19045 notebook:1 driverType:unknown drivername:NVIDIA GeForce GT 720M strDriverVersion:21.21.13.7654 vendorName:nvidia vendorID:10DE deviceID:1140
DEBUGINFO : (19:58:55:269 |00009)    COMMON        2180; (updateDriver.cpp:1096,UpdateDriver::needUpdateGraphicsCardDriver) index:1 isPrimary:0 curDriverIndex:1 vecDrivers:1 vendorID:10DE deviceID:1140 vendorID:10DE deviceID:1140
DEBUGINFO : (19:58:55:269 |00000)    COMMON        2180; (updateDriver.cpp:1105,UpdateDriver::needUpdateGraphicsCardDriver) limitDate 2018:1:1 curDate 2016:12:29
DEBUGINFO : (19:58:55:269 |00000)    COMMON        2180; (updateDriver.cpp:1115,UpdateDriver::needUpdateGraphicsCardDriver) needQueryConfigList:1
ERROR     : (19:58:55:271 |00002)    COMMON        2180; (nvapi_wrapper.cpp:309,nvapi::NvapiWrapper::NvapiWrapper) load fail dll: nvapi64.dll
DEBUGINFO : (19:58:55:271 |00000)    COMMON        2180; (updateDriver.cpp:1518,UpdateDriver::getDeviceInfo) vendorID:4318 deviceID:4416
DEBUGINFO : (19:58:55:271 |00000)    COMMON        2180; (updateDriver.cpp:1226,UpdateDriver::generateGraphcisCardInfo) enter
DEBUGINFO : (19:58:55:271 |00000)    COMMON        2180; (updateDriver.cpp:1540,UpdateDriver::getDeviceInfo) strVendorID:10DE strDeviceID:1140 curVendorID:4318 curDeviceID:4416
DEBUGINFO : (19:58:55:271 |00000)    COMMON        2180; (updateDriver.cpp:1907,UpdateDriver::GetGeneralListDriverConfig) os:10.0.19045 notebook:1 driverType:unknown drivername:NVIDIA GeForce GT 720M vendorName:nvidia vendorID:10DE deviceID:1140
DEBUGINFO : (19:58:55:279 |00008)    COMMON        2180; (updateDriver.cpp:649,UpdateDriver::getUpdateDriverType) update_driver_type:jump_vendor_download_page
DEBUGINFO : (19:58:55:279 |00000)    COMMON        2180; (detectorcore.cpp:511,VEDetectorCore::getNeedUpdateDriverGpuInfo) getVERenderGpuInfo need update ve_vendorID:10DE ve_deviceID:1140
WARNING   : (19:58:55:283 |00004)    COMMON        2180; (ve_i18n_qt.cpp:62,i18n_logger) [I18n] warning: C:/Users/Lenovo/AppData/Local/CapCut/Apps/2.2.0.491/Resources/po/ru-RU.po:17: warning: unknown Plural-Forms given: 

WARNING   : (19:58:55:291 |00008)    COMMON        2180; (ve_i18n_qt.cpp:62,i18n_logger) [I18n] warning: C:/Users/Lenovo/AppData/Local/CapCut/Apps/2.2.0.491/Resources/po/ru-RU.po:2405: warning: msgstr[N] seen, but no Plural-Forms given: 

WARNING   : (19:58:55:371 |00080)    COMMON        2180; (ve_i18n_qt.cpp:62,i18n_logger) [I18n] warning: C:/Users/Lenovo/AppData/Local/CapCut/Apps/2.2.0.491/Resources/po/ru-RU.po:3273: warning: msgstr[N] seen, but no Plural-Forms given: 

WARNING   : (19:58:55:374 |00003)    COMMON        2180; (ve_i18n_qt.cpp:62,i18n_logger) [I18n] warning: C:/Users/Lenovo/AppData/Local/CapCut/Apps/2.2.0.491/Resources/po/ru-RU.po:3913: warning: msgstr[N] seen, but no Plural-Forms given: 

WARNING   : (19:58:55:383 |00009)    COMMON        2180; (ve_i18n_qt.cpp:62,i18n_logger) [I18n] warning: C:/Users/Lenovo/AppData/Local/CapCut/Apps/2.2.0.491/Resources/po/ru-RU.po:5609: warning: msgstr[N] seen, but no Plural-Forms given: 

WARNING   : (19:58:55:384 |00001)    COMMON        2180; (ve_i18n_qt.cpp:62,i18n_logger) [I18n] warning: C:/Users/Lenovo/AppData/Local/CapCut/Apps/2.2.0.491/Resources/po/ru-RU.po:5643: warning: msgstr[N] seen, but no Plural-Forms given: 

WARNING   : (19:58:55:428 |00044)    COMMON        2180; (ve_i18n_qt.cpp:62,i18n_logger) [I18n] warning: C:/Users/Lenovo/AppData/Local/CapCut/Apps/2.2.0.491/Resources/po/ru-RU.po:8816: warning: msgstr[N] seen, but no Plural-Forms given: 

WARNING   : (19:58:55:431 |00003)    COMMON        2180; (ve_i18n_qt.cpp:62,i18n_logger) [I18n] warning: C:/Users/Lenovo/AppData/Local/CapCut/Apps/2.2.0.491/Resources/po/ru-RU.po:9409: warning: msgstr[N] seen, but no Plural-Forms given: 

WARNING   : (19:58:55:438 |00007)    COMMON        2180; (ve_i18n_qt.cpp:62,i18n_logger) [I18n] warning: C:/Users/Lenovo/AppData/Local/CapCut/Apps/2.2.0.491/Resources/po/ru-RU.po:10244: warning: msgstr[N] seen, but no Plural-Forms given: 

WARNING   : (19:58:55:439 |00001)    COMMON        2180; (ve_i18n_qt.cpp:62,i18n_logger) [I18n] warning: C:/Users/Lenovo/AppData/Local/CapCut/Apps/2.2.0.491/Resources/po/ru-RU.po:10251: warning: msgstr[N] seen, but no Plural-Forms given: 

WARNING   : (19:58:55:439 |00000)    COMMON        2180; (ve_i18n_qt.cpp:62,i18n_logger) [I18n] warning: C:/Users/Lenovo/AppData/Local/CapCut/Apps/2.2.0.491/Resources/po/ru-RU.po:10258: warning: msgstr[N] seen, but no Plural-Forms given: 

WARNING   : (19:58:55:439 |00000)    COMMON        2180; (ve_i18n_qt.cpp:62,i18n_logger) [I18n] warning: C:/Users/Lenovo/AppData/Local/CapCut/Apps/2.2.0.491/Resources/po/ru-RU.po:10265: warning: msgstr[N] seen, but no Plural-Forms given: 

WARNING   : (19:58:55:439 |00000)    COMMON        2180; (ve_i18n_qt.cpp:62,i18n_logger) [I18n] warning: C:/Users/Lenovo/AppData/Local/CapCut/Apps/2.2.0.491/Resources/po/ru-RU.po:10281: warning: msgstr[N] seen, but no Plural-Forms given: 

WARNING   : (19:58:55:439 |00000)    COMMON        2180; (ve_i18n_qt.cpp:62,i18n_logger) [I18n] warning: C:/Users/Lenovo/AppData/Local/CapCut/Apps/2.2.0.491/Resources/po/ru-RU.po:10291: warning: msgstr[N] seen, but no Plural-Forms given: 

WARNING   : (19:58:55:439 |00000)    COMMON        2180; (ve_i18n_qt.cpp:62,i18n_logger) [I18n] warning: C:/Users/Lenovo/AppData/Local/CapCut/Apps/2.2.0.491/Resources/po/ru-RU.po:10298: warning: msgstr[N] seen, but no Plural-Forms given: 

WARNING   : (19:58:55:492 |00053)    COMMON        2180; (ve_i18n_qt.cpp:62,i18n_logger) [I18n] warning: C:/Users/Lenovo/AppData/Local/CapCut/Apps/2.2.0.491/Resources/po/ru-RU.po:12722: warning: msgstr[N] seen, but no Plural-Forms given: 

WARNING   : (19:58:55:493 |00001)    COMMON        2180; (ve_i18n_qt.cpp:62,i18n_logger) [I18n] warning: C:/Users/Lenovo/AppData/Local/CapCut/Apps/2.2.0.491/Resources/po/ru-RU.po:12843: warning: msgstr[N] seen, but no Plural-Forms given: 

WARNING   : (19:58:55:493 |00000)    COMMON        2180; (ve_i18n_qt.cpp:62,i18n_logger) [I18n] warning: C:/Users/Lenovo/AppData/Local/CapCut/Apps/2.2.0.491/Resources/po/ru-RU.po:12850: warning: msgstr[N] seen, but no Plural-Forms given: 

WARNING   : (19:58:55:494 |00001)    COMMON        2180; (ve_i18n_qt.cpp:62,i18n_logger) [I18n] warning: C:/Users/Lenovo/AppData/Local/CapCut/Apps/2.2.0.491/Resources/po/ru-RU.po:13118: warning: msgstr[N] seen, but no Plural-Forms given: 

WARNING   : (19:58:55:495 |00001)    COMMON        2180; (ve_i18n_qt.cpp:62,i18n_logger) [I18n] warning: C:/Users/Lenovo/AppData/Local/CapCut/Apps/2.2.0.491/Resources/po/ru-RU.po:13158: warning: msgstr[N] seen, but no Plural-Forms given: 

WARNING   : (19:58:55:495 |00000)    COMMON        2180; (ve_i18n_qt.cpp:62,i18n_logger) [I18n] warning: C:/Users/Lenovo/AppData/Local/CapCut/Apps/2.2.0.491/Resources/po/ru-RU.po:13219: warning: msgstr[N] seen, but no Plural-Forms given: 

DEBUGINFO : (19:58:55:495 |00000)    COMMON        2180; (detector.cpp:1494,DetectorManager::CheckNext) cur_detector type:10
DEBUGINFO : (19:58:55:712 |00217)    COMMON        8204; (detector.cpp:299,DetectorBase::checkInternal) type:10
DEBUGINFO : (19:58:56:634 |00922)    COMMON        2180; (gpuBugListMgr.cpp:58,GpuBugListMgr::ReqConfigFile_::<lambda_336c79c76d61b79fff870eee01656709>::operator ()) download finish
DEBUGINFO : (19:58:56:754 |00120)    COMMON        8204; (VEDetectorSettings.cpp:198,VEDetectorSettings::GetIntelDiscreteCardSwitch) check intel discrete switch : 1
DEBUGINFO : (19:58:56:755 |00001)    COMMON        8204; (updateDriver.cpp:397,UpdateDriver::getAllIntelGraphicsDeviceInfo) getAllIntelGraphicsDeviceInfo enter
DEBUGINFO : (19:58:56:755 |00000)    COMMON        8204; (updateDriver.cpp:1226,UpdateDriver::generateGraphcisCardInfo) enter
DEBUGINFO : (19:58:56:755 |00000)    COMMON        8204; (updateDriver.cpp:403,UpdateDriver::getAllIntelGraphicsDeviceInfo) getAllIntelGraphicsDeviceInfo vendor_id:8086 device_id:0156
DEBUGINFO : (19:58:56:755 |00000)    COMMON        8204; (updateDriver.cpp:1518,UpdateDriver::getDeviceInfo) vendorID:32902 deviceID:342
DEBUGINFO : (19:58:56:755 |00000)    COMMON        8204; (updateDriver.cpp:1226,UpdateDriver::generateGraphcisCardInfo) enter
DEBUGINFO : (19:58:56:755 |00000)    COMMON        8204; (updateDriver.cpp:1540,UpdateDriver::getDeviceInfo) strVendorID:10DE strDeviceID:1140 curVendorID:4318 curDeviceID:4416
DEBUGINFO : (19:58:56:755 |00000)    COMMON        8204; (updateDriver.cpp:1540,UpdateDriver::getDeviceInfo) strVendorID:8086 strDeviceID:0156 curVendorID:32902 curDeviceID:342
DEBUGINFO : (19:58:56:757 |00002)    COMMON        8204; (VEDetectorSettings.cpp:198,VEDetectorSettings::GetIntelDiscreteCardSwitch) check intel discrete switch : 1
DEBUGINFO : (19:58:56:758 |00001)    COMMON        8204; (updateDriver.cpp:397,UpdateDriver::getAllIntelGraphicsDeviceInfo) getAllIntelGraphicsDeviceInfo enter
DEBUGINFO : (19:58:56:758 |00000)    COMMON        8204; (updateDriver.cpp:1226,UpdateDriver::generateGraphcisCardInfo) enter
DEBUGINFO : (19:58:56:758 |00000)    COMMON        8204; (updateDriver.cpp:403,UpdateDriver::getAllIntelGraphicsDeviceInfo) getAllIntelGraphicsDeviceInfo vendor_id:8086 device_id:0156
DEBUGINFO : (19:58:56:775 |00017)    COMMON        8204; (detector.cpp:177,`anonymous-namespace'::createNewProcess) ShellExecuteEx exe_path:C:\Users\Lenovo\AppData\Local\CapCut\Apps\2.2.0.491\VEDetector.exe param:-check_intel_discrete_card 0156
DEBUGINFO : (19:58:57:445 |00670)    COMMON        8204; (detector.cpp:180,`anonymous-namespace'::createNewProcess) ShellExecuteEx success
DEBUGINFO : (19:58:57:445 |00000)    COMMON        8204; (detector.cpp:184,`anonymous-namespace'::createNewProcess) hProcess is valid
DEBUGINFO : (19:58:58:312 |00867)    COMMON        8204; (detector.cpp:2012,IntelDiscreteCardDetector::doCheck) vendorID:8086 deviceID:0156 ret:-1
DEBUGINFO : (19:58:58:313 |00001)    COMMON        2180; (detector.cpp:1448,DetectorManager::onItemCheckFinished) type:10 success:1
DEBUGINFO : (19:58:58:313 |00000)    COMMON        2180; (VEDetectorSettings.cpp:198,VEDetectorSettings::GetIntelDiscreteCardSwitch) check intel discrete switch : 1
DEBUGINFO : (19:58:58:313 |00000)    COMMON        2180; (detector.cpp:1494,DetectorManager::CheckNext) cur_detector type:11
DEBUGINFO : (19:58:58:313 |00000)    COMMON        8204; (detector.cpp:299,DetectorBase::checkInternal) type:11
DEBUGINFO : (19:58:59:321 |01008)    COMMON        8204; (VEDetectorSettings.cpp:266,VEDetectorSettings::GetNvSettingDetectorSwitch) check nv setting detector switch : 1
DEBUGINFO : (19:58:59:321 |00000)    COMMON        8204; (updateDriver.cpp:391,UpdateDriver::getAllGraphicsDeviceInfo) getAllGraphicsDeviceInfo enter
DEBUGINFO : (19:58:59:321 |00000)    COMMON        8204; (updateDriver.cpp:1226,UpdateDriver::generateGraphcisCardInfo) enter
DEBUGINFO : (19:58:59:321 |00000)    COMMON        8204; (updateDriver.cpp:1518,UpdateDriver::getDeviceInfo) vendorID:4318 deviceID:4416
DEBUGINFO : (19:58:59:321 |00000)    COMMON        8204; (updateDriver.cpp:1226,UpdateDriver::generateGraphcisCardInfo) enter
DEBUGINFO : (19:58:59:321 |00000)    COMMON        8204; (updateDriver.cpp:1540,UpdateDriver::getDeviceInfo) strVendorID:10DE strDeviceID:1140 curVendorID:4318 curDeviceID:4416
DEBUGINFO : (19:58:59:321 |00000)    COMMON        8204; (updateDriver.cpp:1518,UpdateDriver::getDeviceInfo) vendorID:32902 deviceID:342
DEBUGINFO : (19:58:59:321 |00000)    COMMON        8204; (updateDriver.cpp:1226,UpdateDriver::generateGraphcisCardInfo) enter
DEBUGINFO : (19:58:59:321 |00000)    COMMON        8204; (updateDriver.cpp:1540,UpdateDriver::getDeviceInfo) strVendorID:10DE strDeviceID:1140 curVendorID:4318 curDeviceID:4416
DEBUGINFO : (19:58:59:321 |00000)    COMMON        8204; (updateDriver.cpp:1540,UpdateDriver::getDeviceInfo) strVendorID:8086 strDeviceID:0156 curVendorID:32902 curDeviceID:342
DEBUGINFO : (19:58:59:322 |00001)    COMMON        8204; (VEDetectorSettings.cpp:266,VEDetectorSettings::GetNvSettingDetectorSwitch) check nv setting detector switch : 1
DEBUGINFO : (19:58:59:322 |00000)    COMMON        8204; (updateDriver.cpp:1226,UpdateDriver::generateGraphcisCardInfo) enter
ERROR     : (19:58:59:323 |00001)    COMMON        8204; (nvapi_wrapper.cpp:309,nvapi::NvapiWrapper::NvapiWrapper) load fail dll: nvapi64.dll
DEBUGINFO : (19:58:59:323 |00000)    COMMON        8204; (VEDetectorSettings.cpp:277,VEDetectorSettings::GetShowNvSettingConfirmSwitch) show nv setting confirm switch : 1
DEBUGINFO : (19:58:59:325 |00002)    COMMON        2180; (detector.cpp:1448,DetectorManager::onItemCheckFinished) type:11 success:1
DEBUGINFO : (19:58:59:325 |00000)    COMMON        2180; (VEDetectorSettings.cpp:266,VEDetectorSettings::GetNvSettingDetectorSwitch) check nv setting detector switch : 1
DEBUGINFO : (19:58:59:325 |00000)    COMMON        2180; (detector.cpp:1494,DetectorManager::CheckNext) cur_detector type:1
DEBUGINFO : (19:58:59:325 |00000)    COMMON        8204; (detector.cpp:299,DetectorBase::checkInternal) type:1
DEBUGINFO : (19:59:00:333 |01008)    COMMON        2180; (detector.cpp:1448,DetectorManager::onItemCheckFinished) type:1 success:0
DEBUGINFO : (19:59:00:333 |00000)    COMMON        2180; (detector.cpp:1494,DetectorManager::CheckNext) cur_detector type:0
DEBUGINFO : (19:59:00:333 |00000)    COMMON        8204; (detector.cpp:299,DetectorBase::checkInternal) type:0
DEBUGINFO : (19:59:01:336 |01003)    COMMON        8204; (VEDetectorSettings.cpp:218,VEDetectorSettings::GetCheckUnknownDeviceSwitch) check unknown device switch : 1
DEBUGINFO : (19:59:01:336 |00000)    COMMON        8204; (updateDriver.cpp:391,UpdateDriver::getAllGraphicsDeviceInfo) getAllGraphicsDeviceInfo enter
DEBUGINFO : (19:59:01:336 |00000)    COMMON        8204; (updateDriver.cpp:1226,UpdateDriver::generateGraphcisCardInfo) enter
DEBUGINFO : (19:59:01:338 |00002)    COMMON        8204; (VEDetectorSettings.cpp:218,VEDetectorSettings::GetCheckUnknownDeviceSwitch) check unknown device switch : 1
DEBUGINFO : (19:59:01:339 |00001)    COMMON        8204; (updateDriver.cpp:1226,UpdateDriver::generateGraphcisCardInfo) enter
DEBUGINFO : (19:59:01:339 |00000)    COMMON        8204; (updateDriver.cpp:937,UpdateDriver::GetKnownCardVendorList) str_vendor_list 8086;1002;10DE;1ED5
DEBUGINFO : (19:59:01:341 |00002)    COMMON        2180; (detector.cpp:1448,DetectorManager::onItemCheckFinished) type:0 success:1
DEBUGINFO : (19:59:01:341 |00000)    COMMON        2180; (VEDetectorSettings.cpp:218,VEDetectorSettings::GetCheckUnknownDeviceSwitch) check unknown device switch : 1
DEBUGINFO : (19:59:01:341 |00000)    COMMON        2180; (detector.cpp:1494,DetectorManager::CheckNext) cur_detector type:2
DEBUGINFO : (19:59:01:342 |00001)    COMMON        8204; (detector.cpp:299,DetectorBase::checkInternal) type:2
DEBUGINFO : (19:59:02:409 |01067)    COMMON        8204; (VEDetectorSettings.cpp:224,VEDetectorSettings::GetCheckUpdateDriverSwitch) check update driver switch : 1
DEBUGINFO : (19:59:02:409 |00000)    COMMON        8204; (updateDriver.cpp:391,UpdateDriver::getAllGraphicsDeviceInfo) getAllGraphicsDeviceInfo enter
DEBUGINFO : (19:59:02:409 |00000)    COMMON        8204; (updateDriver.cpp:1226,UpdateDriver::generateGraphcisCardInfo) enter
DEBUGINFO : (19:59:02:409 |00000)    COMMON        8204; (updateDriver.cpp:1518,UpdateDriver::getDeviceInfo) vendorID:4318 deviceID:4416
DEBUGINFO : (19:59:02:409 |00000)    COMMON        8204; (updateDriver.cpp:1226,UpdateDriver::generateGraphcisCardInfo) enter
DEBUGINFO : (19:59:02:409 |00000)    COMMON        8204; (updateDriver.cpp:1540,UpdateDriver::getDeviceInfo) strVendorID:10DE strDeviceID:1140 curVendorID:4318 curDeviceID:4416
DEBUGINFO : (19:59:02:409 |00000)    COMMON        8204; (updateDriver.cpp:1518,UpdateDriver::getDeviceInfo) vendorID:32902 deviceID:342
DEBUGINFO : (19:59:02:409 |00000)    COMMON        8204; (updateDriver.cpp:1226,UpdateDriver::generateGraphcisCardInfo) enter
DEBUGINFO : (19:59:02:409 |00000)    COMMON        8204; (updateDriver.cpp:1540,UpdateDriver::getDeviceInfo) strVendorID:10DE strDeviceID:1140 curVendorID:4318 curDeviceID:4416
DEBUGINFO : (19:59:02:409 |00000)    COMMON        8204; (updateDriver.cpp:1540,UpdateDriver::getDeviceInfo) strVendorID:8086 strDeviceID:0156 curVendorID:32902 curDeviceID:342
DEBUGINFO : (19:59:02:410 |00001)    COMMON        8204; (VEDetectorSettings.cpp:224,VEDetectorSettings::GetCheckUpdateDriverSwitch) check update driver switch : 1
DEBUGINFO : (19:59:02:412 |00002)    COMMON        8204; (VEDetectorSettings.cpp:135,VEDetectorSettings::GetWin7NeedPackList) gpu_bug_list_config_url : KB4532945;KB4474419
DEBUGINFO : (19:59:02:412 |00000)    COMMON        8204; (VEDetectorSettings.cpp:141,VEDetectorSettings::GetWin7NeedCheckVersion) os_version : 6.1.7600;6.1.7601
DEBUGINFO : (19:59:02:412 |00000)    COMMON        8204; (win7PackCheck.cpp:82,Win7PackCheck::IsWin7CheckVersion_) os_version : 10.0.19045
DEBUGINFO : (19:59:02:412 |00000)    COMMON        8204; (updateDriver.cpp:1226,UpdateDriver::generateGraphcisCardInfo) enter
DEBUGINFO : (19:59:02:412 |00000)    COMMON        8204; (updateDriver.cpp:1054,UpdateDriver::needUpdateGraphicsCardDriver) vendorID:10DE vendorID:1140 needLimitDriverDate:1
DEBUGINFO : (19:59:02:412 |00000)    COMMON        8204; (updateDriver.cpp:1065,UpdateDriver::needUpdateGraphicsCardDriver) installed driver
DEBUGINFO : (19:59:02:412 |00000)    COMMON        8204; (updateDriver.cpp:1074,UpdateDriver::needUpdateGraphicsCardDriver) current driver vendorID:10DE deviceID:1140 2016-12-29
ERROR     : (19:59:02:413 |00001)    COMMON        8204; (nvapi_wrapper.cpp:309,nvapi::NvapiWrapper::NvapiWrapper) load fail dll: nvapi64.dll
DEBUGINFO : (19:59:02:413 |00000)    COMMON        8204; (updateDriver.cpp:1518,UpdateDriver::getDeviceInfo) vendorID:4318 deviceID:4416
DEBUGINFO : (19:59:02:413 |00000)    COMMON        8204; (updateDriver.cpp:1226,UpdateDriver::generateGraphcisCardInfo) enter
